
RECORD:;Start date :; 15/12/2020  16:21:21 ;End date :; 15/12/2020  16:22:34 ;Time [hh:mm:ss]:;00:01:12;Frequency [Hz] :;100;Period [ms] :;10.0;Numbers of points :;7296;Sensor number :;3;

;Sensor No1;;;;;;;;;;;;;;;Sensor No2;;;;;;;;;;;;;;;Sensor No3;;;;;;;;;;;;;;;

Time [s];AccX_0 [g];AccY_0 [g];AccZ_0 [g];GyrX_0 [deg/s];GyrY_0 [deg/s];GyrZ_0 [deg/s];AngRX_0 [deg];AngRY_0 [deg];AngRZ_0 [deg];AngCX_0 [deg];AngCY_0 [deg];AngCZ_0 [deg];AccAX_0 [deg/s2];AccAY_0 [deg/s2];AccAZ_0 [deg/s2];AccX_1 [g];AccY_1 [g];AccZ_1 [g];GyrX_1 [deg/s];GyrY_1 [deg/s];GyrZ_1 [deg/s];AngRX_1 [deg];AngRY_1 [deg];AngRZ_1 [deg];AngCX_1 [deg];AngCY_1 [deg];AngCZ_1 [deg];AccAX_1 [deg/s2];AccAY_1 [deg/s2];AccAZ_1 [deg/s2];AccX_2 [g];AccY_2 [g];AccZ_2 [g];GyrX_2 [deg/s];GyrY_2 [deg/s];GyrZ_2 [deg/s];AngRX_2 [deg];AngRY_2 [deg];AngRZ_2 [deg];AngCX_2 [deg];AngCY_2 [deg];AngCZ_2 [deg];AccAX_2 [deg/s2];AccAY_2 [deg/s2];AccAZ_2 [deg/s2]
0,550;0,94;0,03;0,33;2,38;-15,96;1,12;-0,122500055;-27,807495;-0,06649997;1,4122177;-33,727886;2,0424404;-21,000004;87,5;13,999999;0,89;-0,05;-0,42;2,73;3,15;-1,4;-1,84065;-10,291051;0,8939;0,86777246;-13,498531;0,38971752;55,999996;248,50002;-24,499998;-0,13;0,98;0,18;-2,87;5,88;-0,14;0,035349995;4,618599;3,5713992;5,2749166;6,6110115;1,6108401;-66,5;17,499996;-91,00001
0,560;0,95;0,02;0,32;1,54;-14,84;1,26;-0,10290006;-27,961494;-0,05459997;1,4325421;-33,90884;2,0516522;-35,000008;66,5;45,5;0,9;-0,05;-0,42;2,87;4,48;-1,05;-1,81265;-10,252901;0,88165;0,8926871;-13,480942;0,3707;-13,999999;-42,000008;6,9999995;-0,14;0,98;0,19;-3,15;5,6;-0,63;0,0052499957;4,675999;3,5675492;5,285879;6,651929;1,6196737;-24,500002;-10,500002;-10,5
0,570;0,94;0,01;0,31;1,68;-14,63;2,03;-0,08680006;-28,108845;-0,03814997;1,4493663;-34,083145;2,0654142;6,9999995;63,00001;10,500002;0,9;-0,05;-0,42;2,45;2,31;-1,26;-1,78605;-10,218951;0,87009996;0,91620195;-13,467553;0,35238248;-41,999996;-290,5;17,499998;-0,15;0,99;0,19;-3,36;5,67;-0,35;-0,027300004;4,7323494;3,5626493;5,2943916;6,6917963;1,6274574;-24,500002;24,500013;21,000002
0,580;0,94;0,01;0,33;1,68;-13,58;1,47;-0,07000006;-28,249895;-0,020649971;1,4668907;-34,251152;2,0802262;14,000005;122,49999;-59,500004;0,9;-0,05;-0,41;2,03;-1,33;-0,7;-1,76365;-10,214051;0,86029994;0,9355166;-13,483214;0,33581495;-10,500002;-308,0;21,000002;-0,16;0,98;0,18;-3,64;6,09;-0,21;-0,062300004;4,7911496;3,5598493;5,3004537;6,7341137;1,637341;-28,00001;49,000004;31,5
0,590;0,94;0,0;0,35;1,96;-12,18;0,84;-0,05180006;-28,378695;-0,009099972;1,485815;-34,406906;2,0890882;42,000004;182,00002;-42,000004;0,9;-0,04;-0,41;2,24;-3,85;-0,84;-1,7422999;-10,239951;0,8525999;0,9537815;-13,5296755;0,32134742;31,500006;-150,50002;31,5;-0,17;0,97;0,18;-3,92;6,65;0,28;-0,10010001;4,85485;3,5601993;5,303716;6,781331;1,6503747;66,50001;31,499983;73,5
0,600;0,94;-0,0;0,34;2,52;-9,94;0,63;-0,029400062;-28,489294;-0,0017499723;1,5089393;-34,54446;2,09375;94,49999;206,50002;-3,4999998;0,89;-0,03;-0,42;2,66;-4,34;-0,07;-1,7177999;-10,280901;0,84804994;0,9751961;-13,591187;0,31002998;27,999998;38,5;49,0;-0,16;0,97;0,2;-2,31;6,72;1,26;-0,13125001;4,9217;3,5678992;5,3136287;6,8316984;1,6707581;94,50001;0,0;21,0
0,610;0,94;0,0;0,33;3,85;-8,05;0,77;0,0024499372;-28,579245;0,0052500274;1,5415137;-34,661366;2,098062;119,00001;181,99997;-10,500001;0,88;-0,03;-0,42;2,8;-3,08;0,14;-1,6904999;-10,318001;0,84839994;0,999411;-13,648848;0,3036124;-17,500008;129,50002;31,5;-0,15;0,97;0,2;-2,03;6,65;0,7;-0,15295;4,98855;3,5776992;5,332991;6,882066;1,6932418;24,499994;-31,499983;-49,000004
0,620;0,94;0,01;0,33;4,9;-6,3;0,42;0,046199936;-28,650995;0,011200028;1,5859879;-34,76007;2,101324;49,000004;143,50002;-77,0;0,87;-0,02;-0,43;2,31;-1,75;0,56;-1,6649499;-10,342151;0,8518999;1,0218759;-13,693558;0,30034488;-10,500002;112,0;21,000002;-0,17;0,98;0,21;-1,82;6,09;0,28;-0,17220001;5,0522504;3,5825992;5,354803;6,929283;1,7108253;10,499996;-24,500013;-66,5
0,630;0,95;0,02;0,34;4,83;-5,18;-0,77;0,09484993;-28,708395;0,009450028;1,6353623;-34,844425;2,096886;-10,500002;101,500015;-77,0;0,86;-0,01;-0,43;2,59;-0,84;0,56;-1,6404499;-10,355101;0,8574999;1,0432905;-13,727069;0,29917735;-3,4999967;45,500004;17,500002;-0,17;0,98;0,21;-1,82;6,16;-0,63;-0,1904;5,1135006;3,5808492;5,3776655;6,9740505;1,7217588;31,5;27,999998;-112,0
0,640;0,95;0,03;0,34;4,69;-4,27;-1,12;0,14244993;-28,755646;2,7939677E-8;1,6836866;-34,91863;2,084748;-34,999992;119,0;-45,5;0,87;-0,01;-0,44;2,24;-0,84;0,91;-1,6162999;-10,363501;0,8648499;1,0643554;-13,75603;0,29975986;-62,999996;35,0;24,499998;-0,18;0,98;0,21;-1,19;6,65;-1,96;-0,20545;5,177551;3,5678992;5,403678;7,021618;1,7214925;0,0;14,0000105;-98,0
0,650;0,95;0,03;0,34;4,13;-2,8;-1,68;0,18654993;-28,790997;-0,013999972;1,7285109;-34,980934;2,06806;-24,500013;241,5;-35,000004;0,87;-0,01;-0,44;1,33;-0,14;1,05;-1,5984498;-10,368401;0,87464994;1,07912;-13,781491;0,30279243;-70,00001;143,5;14,000002;-0,17;0,98;0,21;-1,82;6,44;-2,59;-0,22049999;5,243001;3,5451493;5,4296904;7,0705853;1,7114263;0,0;-63,00001;-73,5
0,660;0,94;0,03;0,35;4,2;0,56;-1,82;0,22819993;-28,802197;-0,03149997;1,7708852;-35,01909;2,047872;-59,500004;283,5;6,9999995;0,88;-0,02;-0,45;0,84;2,03;1,19;-1,5875999;-10,358951;0,88584995;1,0868849;-13,792603;0,30722493;-28,000004;189,00002;24,500002;-0,17;0,96;0,22;-1,19;5,39;-3,43;-0,23554999;5,302151;3,5150492;5,4557023;7,1132526;1,6940098;21,000004;-87,5;-105,00001
0,670;0,95;0,03;0,34;2,94;2,87;-1,54;0,26389992;-28,785046;-0,04829997;1,8073095;-35,028893;2,0283837;-76,999985;203,0;14,000005;0,88;-0,02;-0,45;0,77;3,64;1,54;-1,5795499;-10,330601;0,89949995;1,0918494;-13,784813;0,31410742;-3,4999998;133,0;34,999996;-0,18;0,96;0,22;-1,4;4,69;-4,69;-0,24849999;5,352551;3,4744492;5,4838147;7,1471696;1,6660933;0,0;-24,499989;-59,499992
0,680;0,95;0,03;0,34;2,66;4,62;-1,54;0,29189992;-28,747595;-0,06369997;1,8360338;-35,0184;2,0102959;-24,500002;178,50002;35,0;0,89;-0,02;-0,44;0,77;4,69;1,89;-1,57185;-10,288951;0,91664994;1,0964643;-13,763724;0,32448983;13,999999;66,499985;49,000004;-0,2;0,97;0,21;-1,19;4,9;-4,62;-0,26145;5,400501;3,4278991;5,5119276;7,1786366;1,632227;-17,500002;62,99999;-42,000008
0,690;0,96;0,03;0,34;2,45;6,44;-0,84;0,31744993;-28,692295;-0,07559997;1,8623081;-34,99005;1,9957078;38,5;140,00002;63,0;0,89;-0,02;-0,44;1,05;4,97;2,52;-1,56275;-10,240651;0,93869996;1,1024789;-13,735986;0,3397724;-6,9999995;-42,000008;56,0;-0,2;0,97;0,2;-1,75;5,95;-5,53;-0,27615;5,454751;3,377149;5,538289;7,216404;1,5941606;-38,5;38,5;-14,0000105
0,700;0,96;0,03;0,34;3,43;7,42;-0,28;0,34684992;-28,622995;-0,08119997;1,8924325;-34,94771;1,9874197;52,5;195,99998;52,5;0,88;-0,03;-0,45;0,63;3,85;3,01;-1,55435;-10,196551;0,96634996;1,1077937;-13,712447;0,3606549;3,5000026;-17,499996;52,5;-0,19;0,96;0,21;-1,96;5,67;-4,9;-0,2947;5,512851;3,324999;5,5608015;7,2580214;1,554694;6,9999995;-20,99998;28,000021
0,710;0,95;0,03;0,35;3,5;10,36;0,21;0,38149992;-28,534096;-0,081549965;1,9278067;-34,88576;1,9843816;17,499996;273,0;35,0;0,89;-0,04;-0,45;1,12;4,62;3,57;-1,5456;-10,1542015;0,99924994;1,1134583;-13,690659;0,38678735;35,000004;80,50001;27,999998;-0,2;0,96;0,2;-1,61;5,53;-4,97;-0,31255;5,5688515;3,275649;5,5840135;7,2975388;1,5180277;38,5;17,499996;6,9999933
0,720;0,95;0,02;0,36;3,78;12,88;0,42;0,4178999;-28,417896;-0,07839996;1,964931;-34,796516;1,9848436;-13,999999;245,00003;3,5000005;0,88;-0,04;-0,46;1,33;5,46;3,57;-1,5333501;-10,103802;1,0349499;1,1226231;-13,66082;0,4157198;38,5;133,00002;28,00001;-0,2;0,95;0,21;-1,19;6,02;-4,76;-0,32655;5,6266017;3,226999;5,611076;7,338806;1,4820611;56,0;-7,000017;-49,000004
0,730;0,94;0,02;0,36;3,22;15,26;0,28;0,4528999;-28,277197;-0,074899964;2,0006554;-34,682774;1,9856555;-73,5;252,0;-31,5;0,88;-0,04;-0,46;1,89;7,28;4,13;-1,5172501;-10,040102;1,0734499;1,135638;-13,6176815;0,4474523;20,999998;101,49999;28,00001;-0,21;0,97;0,21;-0,49;5,39;-5,95;-0,33495;5,683652;3,173449;5,6437383;7,3793736;1,4411948;0,0;-27,999998;-38,5
0,740;0,94;0,02;0,35;2,31;17,92;-0,21;0,4805499;-28,111298;-0,074549966;2,0290296;-34,543827;1,9833176;-143,50002;223,99998;-42,000004;0,87;-0,03;-0,46;1,75;7,49;4,13;-1,49905;-9,966252;1,1147499;1,1507527;-13,564392;0,4819848;10,499996;-66,50002;38,5;-0,21;0,97;0,21;-1,19;5,46;-5,53;-0,34335;5,7379017;3,116049;5,6764007;7,4171405;1,3964784;-24,500002;38,5;-7,000017
0,750;0,96;0,02;0,34;0,35;19,74;-0,56;0,4938499;-27,922998;-0,07839996;2,043054;-34,382484;1,9767796;-189,0;97,999954;-77,0;0,87;-0,03;-0,47;2,1;5,95;4,9;-1,4798;-9,899053;1,1599;1,1669176;-13,517754;0,5203673;-3,5000026;-216,99998;49,000004;-0,21;0,97;0,22;-0,98;6,16;-6,09;-0,3542;5,796002;3,057949;5,706613;7,458758;1,351062;0,0;27,999998;-45,499992
0,760;0,98;0,03;0,32;-1,47;19,88;-1,75;0,4882499;-27,7249;-0,089949965;2,0381784;-34,211338;1,9625415;-168,0;84,000015;-108,50001;0,87;-0,02;-0,47;1,68;3,15;5,11;-1,4609;-9,853553;1,20995;1,1827322;-13,492815;0,56364983;-20,999998;-252,0;6,9999933;-0,21;0,98;0,21;-1,19;6,02;-6,44;-0,36505002;5,856902;2,995299;5,7368255;7,5031753;1,3010957;-80,5;-80,499985;-24,499989
0,770;0,98;0,02;0,31;-3,01;21,42;-2,73;0,4658499;-27,5184;-0,112349965;2,0165026;-34,031796;1,9374535;-174,99998;185,50006;-55,999996;0,87;-0,03;-0,48;1,68;0,91;5,04;-1,4440999;-9,833253;1,2607;1,1964471;-13,493076;0,60763234;52,500004;-154,00002;-3,5000086;-0,2;0,98;0,2;-2,59;4,55;-6,58;-0,38395002;5,909752;2,9301991;5,7589874;7,539542;1,2486794;-171,5;-77,0;-49,000004
0,780;0,98;0,02;0,3;-4,97;23,59;-2,87;0,4259499;-27,29335;-0,14034997;1,977327;-33,8337;1,9067653;-63,0;223,99998;17,499996;0,88;-0,03;-0,49;2,73;0,07;5,04;-1,4220499;-9,828353;1,3111;1,2154118;-13,508738;0,65126485;63,000008;28,0;-10,500002;-0,21;0,98;0,21;-4,62;4,48;-7,42;-0,42000002;5,9549017;2,8601992;5,764;7,5682096;1,1913631;-157,5;-98,000015;-38,5
0,790;0,99;0,01;0,3;-4,27;25,9;-2,38;0,3797499;-27,0459;-0,16659997;1,9318513;-33,613205;1,8778274;129,49998;181,99997;31,499994;0,89;-0,04;-0,49;2,94;1,47;4,83;-1,3936999;-9,820653;1,36045;1,2406766;-13,521598;0,6938474;-38,5;199,5;-13,999987;-0,22;0,96;0,24;-5,74;2,59;-7,35;-0,47180003;5,9902515;2,7863493;5,7532625;7,587076;1,1301967;-14,0000105;-161,0;24,500013
0,800;1,0;-0,0;0,29;-2,38;27,23;-2,24;0,3464999;-26,78025;-0,18969998;1,8993256;-33,374508;1,8520392;217,00002;175,0;66,50001;0,89;-0,03;-0,5;1,96;4,06;4,76;-1,3691999;-9,793003;1,4084;1,2620913;-13,514509;0,73502994;-87,5;318,5;24,500013;-0,22;0,96;0,26;-4,9;1,26;-6,93;-0,52500004;6,0095015;2,7149494;5,7411246;7,5898438;1,0714804;119,0;-69,99999;45,499992
0,810;1,0;-0,01;0,29;0,07;29,4;-1,05;0,33494988;-26,4971;-0,20614998;1,8884999;-33,118313;1,8329014;231,0;259,00003;112,0;0,88;-0,03;-0,5;1,19;7,84;5,32;-1,3534498;-9,733503;1,4588001;1,2747562;-13,475571;0,7786624;-21,000004;360,50003;38,5;-0,22;0,97;0,24;-3,36;1,19;-6,44;-0,56630003;6,0217514;2,6480994;5,740887;7,5856104;1,0173141;49,000004;-31,5;0,0
0,820;1,01;-0,0;0,29;2,24;32,41;0,0;0,3464999;-26,188051;-0,21139997;1,9007742;-32,83622;1,8249631;157,50002;350,0001;101,5;0,88;-0,03;-0,51;1,54;11,27;5,53;-1,3397999;-9,637954;1,5130501;1,2853208;-13,400582;0,8261449;31,5;238,00002;20,99998;-0,22;0,98;0,23;-3,92;0,63;-6,93;-0,60270005;6,0308514;2,5812495;5,745549;7,578228;0,96314776;-73,5;-38,500008;-112,000015
0,830;1,0;0,01;0,28;3,22;36,4;0,98;0,3737999;-25,844002;-0,20649998;1,9287986;-32,519123;1,8271753;59,500004;405,99997;31,5;0,88;-0,02;-0,51;1,82;12,6;5,74;-1,3229998;-9,518603;1,5694001;1,2990357;-13,301792;0,8757274;17,500002;3,4999847;20,99998;-0,2;0,96;0,22;-4,83;0,42;-8,68;-0,64645004;6,0361013;2,5031996;5,7428617;7,5669947;0,8977814;-80,50001;3,4999998;-231,00003
0,840;0,99;0,01;0,3;3,43;40,53;0,63;0,4070499;-25,459352;-0,19844998;1,9627728;-32,16143;1,832537;24,500002;559,9999;6,9999995;0,87;-0,02;-0,51;1,89;11,34;5,95;-1,3044498;-9,398903;1,62785;1,3145006;-13,202654;0,9274099;52,499992;-49,000027;3,5000086;-0,2;0,96;0,21;-5,53;0,7;-11,55;-0,69825006;6,0417013;2,4020495;5,7321243;7,5561123;0,80931497;6,9999933;-35,0;-223,99998
0,850;0,94;0,01;0,32;3,71;47,6;1,12;0,4427499;-25,018703;-0,18969998;1,9991971;-31,747734;1,8385991;-98,00001;724,5001;20,999998;0,88;-0,03;-0,52;2,87;11,62;5,81;-1,2806498;-9,284102;1,68665;1,3352152;-13,108414;0,97944236;143,50002;185,5;-24,499989;-0,21;0,95;0,22;-4,69;-0,28;-13,16;-0,7493501;6,0438013;2,2784996;5,722086;7,541729;0,69844866;70,00001;-17,5;-167,99998
0,860;0,93;0,02;0,32;1,47;55,02;1,05;0,4686499;-24,505604;-0,17884998;2,0258214;-31,26159;1,846761;-192,50002;476,00003;13,999999;0,89;-0,04;-0,5;4,76;15,05;5,46;-1,2424998;-9,150752;1,743;1,37028;-12,995625;1,0290248;175,0;276,5;-10,500002;-0,21;0,96;0,22;-4,13;0,35;-14,91;-0,79345006;6,0441513;2,1381495;5,7190485;7,5255966;0,57078207;91,00001;-77,00001;-90,999985
0,870;0,96;0,02;0,28;-0,14;57,12;1,4;0,4752999;-23,944904;-0,16659999;2,0331957;-30,727844;1,856323;-56,0;90,999985;59,500004;0,92;-0,04;-0,49;6,37;17,15;5,6;-1,1868498;-8,989752;1,7983;1,4228446;-12,8551855;1,0775573;157,49998;-55,999996;-34,999992;-0,2;0,95;0,22;-2,87;-1,82;-14,98;-0,8284501;6,0368013;1,9886996;5,725111;7,5017633;0,43401587;17,500008;-182,0;-31,500006
0,880;0,97;0,02;0,25;0,35;56,84;2,24;0,4763499;-23,375105;-0,1484;2,03497;-30,185;1,8718351;80,5;108,5001;119,00001;0,94;-0,02;-0,47;7,91;13,93;4,76;-1,1154498;-8,834352;1,8501;1,4911596;-12,720346;1,1225898;154,0;-479,50003;-143,5;-0,2;0,97;0,2;-3,78;-3,29;-15,54;-0,86170006;6,0112514;1,8360995;5,732923;7,459731;0,29409933;-112,000015;-143,5;0,0
0,890;0,97;0,01;0,25;1,47;59,29;3,78;0,48544988;-22,794455;-0,11829999;2,0447943;-29,631304;1,8992469;126,0;356,99997;77,0;0,93;-0,0;-0,47;9,45;7,56;2,73;-1,0286498;-8,726902;1,88755;1,5748742;-12,633457;1,1532723;108,50001;-504,0;-178,50002;-0,21;1,01;0,19;-5,11;-4,69;-14,98;-0,90615004;5,9713516;1,6834995;5,7295356;7,403348;0,15418291;-283,5;-140,00002;115,50002
0,900;0,96;0,01;0,25;2,87;63,98;3,78;0,5071499;-22,178104;-0,08049999;2,0672188;-29,041908;1,934359;150,5;398,9998;-35,000004;0,9;0,0;-0,46;10,08;3,85;1,19;-0,9309998;-8,669852;1,90715;1,6694391;-12,59697;1,1661048;-17,499971;-94,49999;-119,00001;-0,21;1,04;0,15;-9,45;-6,09;-13,23;-0,97895;5,917452;1,5424495;5,697798;7,332966;0,02581656;-437,5;-192,5;122,49999
0,910;0,97;0,01;0,22;4,48;67,27;3,08;0,5438999;-21,521854;-0,046199996;2,104693;-28,412613;1,9659708;157,50002;374,5001;-80,5;0,86;0,0;-0,48;9,1;5,67;0,35;-0,8350998;-8,622252;1,91485;1,7622536;-12,56993;1,1670372;-90,999985;451,50003;-77,00001;-0,18;1,0;0,21;-13,86;-8,54;-12,53;-1,0955;5,8443017;1,4136494;5,6223097;7,243333;-0,090299845;-248,50002;-202,99998;62,999966
0,920;0,95;-0,01;0,21;6,02;71,47;2,17;0,5963999;-20,828154;-0,019949997;2,1579175;-27,745867;1,9895328;171,5;490,00015;-38,5;0,82;-0,02;-0,51;8,26;12,88;-0,35;-0,74829984;-8,529503;1,91485;1,8459685;-12,497742;1,1602697;24,499989;955,50006;-70,0;-0,15;0,93;0,26;-14,42;-10,15;-11,97;-1,2369;5,7508516;1,2911495;5,521972;7,1334;-0,20011628;125,99998;-10,500002;129,50002
0,930;0,94;-0,04;0,23;7,91;77,07;2,31;0,6660499;-20,085453;0,0024500024;2,2282917;-27,03012;2,0092447;283,5;566,9998;111,99999;0,81;-0,0;-0,53;9,59;24,78;-1,05;-0,65904987;-8,341203;1,90785;1,9321331;-12,330003;1,1465023;244,99998;1172,5001;-84,0;-0,18;0,92;0,24;-11,34;-8,75;-9,94;-1,3657;5,6563516;1,1815995;5,4342346;7,022417;-0,29698253;262,5;108,499985;136,50003
0,940;0,9;-0,04;0,26;11,69;82,81;4,41;0,7640499;-19,286053;0,03605;2,3270159;-26,257675;2,0401568;280,00003;542,49994;157,50002;0,83;-0,03;-0,53;13,16;36,33;-2,03;-0,5452999;-8,035653;1,89245;2,042798;-12,045014;1,1243347;416,5;916,99994;-112,0;-0,21;0,93;0,22;-9,17;-7,98;-9,24;-1,46825;5,5727015;1,0856996;5,3727465;6,922284;-0,38019896;55,999996;-17,50002;13,999987
0,950;0,88;-0,02;0,26;13,51;87,92;5,46;0,8900499;-18,432404;0,0854;2,4537404;-25,43098;2,0868187;10,500002;343,00003;70,00001;0,9;-0,06;-0,51;17,92;43,12;-3,29;-0,3898999;-7,638403;1,86585;2,1951125;-11,668325;1,0909672;360,50006;223,99998;-66,5;-0,22;0,92;0,22;-10,22;-9,1;-9,66;-1,5652001;5,4873013;0,99119955;5,3168592;6,820401;-0,46201533;-90,999985;-150,49998;-133,0
0,960;0,89;-0,0;0,19;11,9;89,67;5,81;1,0170999;-17,544453;0,14175001;2,5815146;-24,569984;2,1404808;-140,00002;-41,999817;10,500002;0,98;-0,05;-0,46;20,37;40,81;-3,36;-0,19844991;-7,218753;1,8326;2,3834774;-11,269236;1,0509497;160,99997;-556,5;3,4999967;-0,2;0,92;0,23;-10,99;-10,99;-11,9;-1,6712501;5,3868513;0,88339955;5,251871;6,7034683;-0,5571317;140,00002;-273,0;-227,50002
0,970;0,93;0,02;0,17;10,71;87,08;5,67;1,1301498;-16,660702;0,19915;2,695289;-23,713188;2,1951926;7,000017;-241,50009;55,999996;1,04;-0,03;-0,45;21,14;31,99;-3,22;0,009100094;-6,854753;1,7997;2,5879424;-10,9257965;1,0112822;-42,000008;-738,50006;3,4999967;-0,17;0,92;0,25;-7,42;-14,56;-14,21;-1,7633001;5,2591014;0,7528496;5,200884;6,5592356;-0,67499816;371,0;-335,99997;-227,50006
0,980;0,93;0,02;0,14;12,04;84,84;6,93;1,2438998;-15,801102;0,26215;2,8097632;-22,880543;2,2555046;34,999992;-35,00023;136,49998;1,05;0,0;-0,45;19,53;26,04;-3,29;0,21245009;-6,564603;1,76715;2,7882068;-10,656208;0,9719647;-209,99995;244,99998;38,5;-0,16;0,97;0,24;-3,57;-17,71;-16,45;-1,8182501;5,0977516;0,5995496;5,186996;6,381403;-0,8156145;269,50003;-248,50002;-84,000015
0,990;0,92;0,03;0,16;11,41;86,38;8,4;1,3611498;-14,945002;0,33879998;2,9277375;-22,051397;2,3294666;-133,0;241,50009;112,000015;1,01;0,02;-0,47;16,94;36,89;-2,45;0,39480007;-6,249953;1,73845;2,9674716;-10,36212;0,9364973;-371,00006;1942,5;129,5;-0,18;1,03;0,15;-2,03;-19,53;-15,89;-1,84625;4,9115515;0,43784958;5,2000585;6,17872;-0,9646309;-322,00003;-234,50003;175,00005
1,000;0,93;0,01;0,13;9,38;89,67;9,17;1,4650998;-14,064752;0,42665;3,0324118;-21,198101;2,4146285;-154,0;479,5002;24,500036;0,94;0,02;-0,48;12,11;64,89;-0,7;0,54005;-5,7410526;1,7227;3,1096363;-9,87378;0,91397965;-532,0;2793,0;185,5;-0,17;1,03;0,08;-10,01;-22,4;-12,95;-1,90645;4,7019014;0,29364958;5,1809206;5,952587;-1,0961473;-735,0;-342,99994;203,00003
1,010;0,92;-0,01;0,15;8,33;95,97;8,89;1,5536498;-13,136552;0,51695;3,121686;-20,296856;2,5022404;-210,00002;927,5002;-31,500006;0,86;0,01;-0,48;6,3;92,75;1,26;0,63210005;-4,9528527;1,7255;3,1986012;-9,106141;0,9100121;-364,0;2166,5002;52,5;-0,11;1,0;0,12;-16,73;-26,39;-11,83;-2,04015;4,4579515;0,16974959;5,0882835;5,6921544;-1,2073636;-364,00003;-399,0;146,99998
1,020;0,84;-0,01;0,16;5,18;108,22;8,54;1,6211997;-12,115602;0,6041;3,1899605;-19,30286;2,5867023;-227,50002;1270,4999;10,500002;0,8;0,01;-0,48;4,83;108,22;0,35;0,68775004;-3,9480028;1,73355;3,2511659;-8,121852;0,9112946;119,00001;798,0;-252,0;-0,08;0,94;0,16;-17,29;-30,38;-10,01;-2,21025;4,1741014;0,060549587;4,9592457;5,3918214;-1,3038801;41,99996;-35,00004;146,99998
1,030;0,84;0,03;0,08;3,78;121,38;9,1;1,6659998;-10,967602;0,69229996;3,2354846;-18,181816;2,6722143;-17,499996;693,00006;77,0;0,78;0,01;-0,45;8,68;108,71;-3,78;0,75530005;-2,8633528;1,7163999;3,3156307;-7,057763;0,887377;514,5;-447,99997;-371,0;-0,08;0,92;0,15;-15,89;-27,09;-8,89;-2,37615;3,8867514;-0,03395042;4,834408;5,087989;-1,3856965;105,00007;213,49994;147,0
1,040;0,89;0,02;0,07;4,83;122,08;10,08;1,7090498;-9,750301;0,78819996;3,2792592;-16,99147;2,7654262;-17,499996;-286,9999;104,99998;0,81;0,01;-0,46;15,12;99,26;-7,07;0,87430006;-1,8235028;1,6621499;3,4315453;-6,038474;0,82635957;580,99994;-1312,5;-329,0;-0,09;0,93;0,13;-15,19;-26,11;-7,07;-2,53155;3,6207514;-0,11375042;4,72007;4,8055058;-1,4528129;3,5000324;-318,49994;150,50002
1,050;0,88;0,01;0,08;3,43;115,64;11,2;1,7503498;-8,561702;0,8946;3,3212833;-15,829824;2,8691382;-108,49999;-784,00006;133,0;0,83;0,0;-0,48;20,3;82,46;-10,36;1,0514001;-0,9149028;1,5749999;3,6055603;-5,1504354;0,7324421;276,5;-1617,0002;-168,00002;-0,08;0,93;0,18;-15,82;-33,46;-5,88;-2,6866;3,3229015;-0,17850041;4,606082;4,491173;-1,5048794;150,49997;-339,50006;-31,499983
1,060;0,88;0,01;0,04;2,66;106,4;12,74;1,7807997;-7,451502;1,0143;3,3524575;-14,746579;2,9861503;115,499985;-1081,4999;108,50001;0,84;-0,0;-0,47;20,65;66,92;-10,43;1,25615;-0,16800278;1,4710499;3,807225;-4,424096;0,62172455;-223,99998;-1267,0;101,49999;-0,06;0,95;0,23;-12,18;-32,9;-7,7;-2,8266;2,9911015;-0,24640042;4,5071445;4,14289;-1,5600958;563,5;251,99995;-150,50002
1,070;0,88;0,03;-0,02;5,74;94,01;13,37;1,8227997;-6,449452;1,14485;3,395182;-13,771484;3,1140122;150,5;-1204,0001;10,500002;0,84;0,0;-0,46;15,82;57,12;-8,33;1,4385;0,4521972;1,37725;3,9864898;-3,8244576;0,5211571;-584,5;-454,99994;280,00003;-0,05;0,96;0,23;-4,55;-28,42;-8,89;-2,9102502;2,6845014;-0,3293504;4,4645567;3,8198073;-1,630362;682,50006;406,00006;52,49999
1,080;0,9;0,05;-0,04;5,67;82,32;12,95;1,8798497;-5,567802;1,27645;3,4529562;-12,916788;3,2429242;-171,5;-910,00024;-133,0;0,81;0,01;-0,46;8,96;57,82;-4,83;1,5624;1,0268972;1,31145;4,107304;-3,2703183;0,44858962;-560,0;332,5001;395,5;-0,06;0,98;0,22;1,47;-24,78;-6,65;-2,9256501;2,4185014;-0,40705043;4,490219;3,5373244;-1,6953785;350,0;416,5;371,0
1,090;0,89;0,06;-0,03;2,31;75,81;10,71;1,9197496;-4,777152;1,39475;3,4935803;-12,153093;3,3585362;-378,0;42,0002;-301,0;0,8;-0,0;-0,5;4,62;63,77;-0,42;1,6302999;1,6348472;1,2852;4,172119;-2,6829295;0,41557205;-371,0;329,0001;325,5;-0,04;0,98;0,16;2,45;-20,09;-1,47;-2,9060502;2,1941514;-0,44765043;4,5508814;3,2964916;-1,7232949;-119,00001;416,5;420,0
1,100;0,85;0,05;0,03;-1,89;83,16;6,93;1,9218496;-3,9823022;1,48295;3,4964046;-11,385199;3,444048;-416,5;728,0003;-329,0;0,79;-0,02;-0,52;1,54;64,4;1,68;1,6610999;2,2756972;1,2915;4,199834;-2,0626407;0,4151045;-147,0;-356,99997;52,5;0,0;1,01;0,11;-0,91;-16,45;1,75;-2,8983502;2,0114515;-0,44625044;4,5996437;3,0973086;-1,7092112;-395,5;192,50003;126,0
